"match_variant","date","map","playlist","place","game_id"
"Team Slayer","7/28/2006 3:27:25 AM","Beaver Creek","Team Slayer","7th","538418102"
"Team Slayer","7/28/2006 3:18:48 AM","Sanctuary","Team Slayer","6th","538408584"
"Team Slayer","7/28/2006 3:09:26 AM","Midship","Team Slayer","6th","538406974"
"Team Slayer","7/28/2006 2:59:45 AM","Turf","Team Slayer","4th","538405214"
"SWAT Classic","7/28/2006 2:51:00 AM","Sanctuary","Team SWAT","5th","538413327"
"SWAT Magnums","7/28/2006 2:44:47 AM","Elongation","Team SWAT","7th","538402579"
"SWAT Magnums","7/28/2006 2:37:03 AM","Ascension","Team SWAT","2nd","538400940"
"Team Slayer Pro","7/28/2006 2:06:17 AM","Lockout","Multi-Team","4th","538393765"
"Team Slayer","7/27/2006 4:07:29 PM","Turf","Multi-Team","8th","537969133"
"Team Slayer","7/27/2006 4:01:12 PM","Sanctuary","Multi-Team","10th","537964310"
"Crazy King BR","7/27/2006 3:59:02 PM","Terminal","Multi-Team","8th","537962912"
"Team Slayer","7/27/2006 3:48:09 PM","Turf","Multi-Team","9th","537954726"
"Team Slayer","7/27/2006 3:40:54 PM","Beaver Creek","Team Slayer","6th","537949084"
"Team Slayer","7/27/2006 3:29:49 PM","Gemini","Team Slayer","7th","537940762"
"Team Slayer","7/27/2006 3:18:01 PM","Warlock","Team Slayer","7th","537931888"
"Team Slayer","7/27/2006 3:09:01 PM","Elongation","Team Slayer","5th","537925164"
"Team Slayer","7/27/2006 2:59:52 PM","Ivory Tower","Team Slayer","6th","537918093"
"Team Slayer","7/27/2006 2:45:39 PM","Turf","Team Slayer","4th","537907347"
"Team Slayer","7/27/2006 2:16:50 PM","Gemini","Team Slayer","5th","537931190"
"Team Rifles","7/27/2006 2:12:27 PM","Terminal","Team Slayer","3rd","537927607"
"Team Slayer","7/27/2006 2:32:53 PM","Beaver Creek","Team Slayer","7th","537897724"
"Team Slayer","7/27/2006 2:02:43 PM","Midship","Team Slayer","7th","537874547"
"Team Rifles","7/27/2006 1:52:17 PM","Ascension","Team Slayer","7th","537866766"
"Team Slayer","7/27/2006 1:40:50 PM","Ivory Tower","Team Slayer","7th","537857935"
"Team Slayer","7/27/2006 1:30:31 PM","Elongation","Team Slayer","6th","537850302"
"Team Slayer","7/27/2006 1:19:31 PM","Ivory Tower","Team Slayer","3rd","537842073"
"Team Slayer","7/27/2006 1:10:45 PM","Lockout","Team Slayer","5th","537881172"
"Team Slayer","7/27/2006 1:04:26 PM","Midship","Team Slayer","5th","537876739"
"Team Slayer","7/27/2006 12:58:56 PM","Lockout","Team Slayer","8th","537827044"
"Team Snipers","7/27/2006 12:54:38 PM","Zanzibar","Team Snipers","6th","537824044"
"Team Snipers","7/27/2006 12:39:50 PM","Headlong","Team Snipers","4th","537813823"
"SWAT Magnums","7/27/2006 12:25:57 PM","Ivory Tower","Team SWAT","2nd","537804141"
"SWAT Classic","7/27/2006 12:13:13 PM","Beaver Creek","Team SWAT","5th","537796046"
"SWAT CTF","7/27/2006 12:03:36 PM","Sanctuary","Team SWAT","6th","537789312"
"Pit of Joy","7/27/2006 10:42:24 AM","Foundation","Team ActionSack","2nd","537741441"
"Pit of Joy","7/27/2006 10:36:59 AM","Midship","Team ActionSack","2nd","537773395"
"Team Snipers","7/27/2006 10:32:51 AM","Headlong","Team Snipers","4th","537770698"
"Team Slayer","7/27/2006 10:22:30 AM","Warlock","Multi-Team","12th","537731393"
"Team Snipers","7/27/2006 5:26:22 AM","Terminal","Team Snipers","7th","537662907"
"Rumble Slayer","7/27/2006 5:25:51 AM","Sanctuary","Rumble Pit","6th","537655542"
"Team Rifles","7/25/2006 8:52:34 AM","Terminal","Team Slayer","8th","536183490"
"Team Slayer","7/25/2006 8:41:21 AM","Elongation","Team Slayer","4th","536179933"
"Team Slayer","7/25/2006 8:32:17 AM","Beaver Creek","Team Slayer","4th","536177285"
"Team Slayer","7/25/2006 8:19:30 AM","Zanzibar","Team Slayer","4th","536173710"
"Team Slayer","7/25/2006 8:07:27 AM","Turf","Team Slayer","7th","536170552"
"Team Slayer","7/25/2006 7:58:47 AM","Midship","Team Slayer","3rd","536168395"
"Team Snipers","7/25/2006 7:50:22 AM","Burial Mounds","Team Snipers","6th","536166446"
"Team Slayer BR","7/25/2006 7:37:32 AM","Relic","Team Training","3rd","536163648"
"Team Snipers","7/25/2006 6:28:47 AM","Burial Mounds","Team Snipers","3rd","536151931"
"Team Snipers","7/25/2006 6:16:48 AM","Relic","Team Snipers","4th","536150366"
"Team Snipers","7/25/2006 6:03:20 AM","Terminal","Team Snipers","5th","536148659"
"Team Slayer","7/25/2006 4:54:03 AM","Lockout","Team Slayer","5th","536147635"
"Team Slayer","7/25/2006 4:42:56 AM","Warlock","Team Slayer","3rd","536139796"
"Team Slayer","7/25/2006 4:32:06 AM","Midship","Team Slayer","3rd","536138709"
"Team Slayer Pro","7/25/2006 4:30:42 AM","Ivory Tower","Multi-Team","12th","536138520"
"Team Crazy King","7/24/2006 3:50:08 PM","Warlock","Team Hardcore","6th","535735393"
"Team Ball","7/24/2006 3:49:50 PM","Midship","Team Hardcore","3rd","535734889"
"Team Slayer BR","7/24/2006 3:38:03 PM","Warlock","Team Hardcore","7th","535681207"
"Team Slayer","7/24/2006 3:24:44 PM","Gemini","Team Slayer","6th","535671253"
"Team Slayer","7/24/2006 3:14:53 PM","Lockout","Team Slayer","6th","535664146"
"Team Slayer","7/24/2006 3:06:23 PM","Ivory Tower","Team Slayer","4th","535657440"
"Team Snipers","7/24/2006 2:55:18 PM","Sanctuary","Team Snipers","2nd","535649839"
"Team Slayer","7/24/2006 2:48:29 PM","Warlock","Multi-Team","10th","535688951"
"CTF Classic 3","7/24/2006 2:46:26 PM","Beaver Creek","Team Hardcore","4th","535687602"
"Team Multi-Ball","7/24/2006 2:39:26 PM","Sanctuary","Multi-Team","1st","535637510"
"Team Slayer Pro","7/24/2006 2:31:40 PM","Lockout","Multi-Team","5th","535631581"
"Team Slayer BR","7/24/2006 2:22:47 PM","Relic","Multi-Team","2nd","535624927"
"Team Slayer BR","7/24/2006 1:04:42 PM","Burial Mounds","Team Slayer","4th","535567834"
"Team Rifles","7/24/2006 12:53:12 PM","Colossus","Team Slayer","4th","535559853"
"Team Snipers","7/24/2006 11:47:15 AM","Relic","Team Snipers","5th","535556086"
"Team Rifles","7/24/2006 12:41:04 PM","Terminal","Team Slayer","7th","535551799"
"Team Slayer","7/24/2006 12:29:46 PM","Warlock","Team Slayer","5th","535544020"
"Team Slayer","7/24/2006 12:20:46 PM","Ivory Tower","Team Slayer","6th","535538146"
"Team Snipers","7/24/2006 11:44:28 AM","Headlong","Team Snipers","6th","535515132"
"Team Slayer","7/24/2006 11:35:03 AM","Sanctuary","Team Training","8th","535547821"
"Team Snipers","7/24/2006 8:04:25 AM","Terminal","Team Snipers","8th","535419787"
"Team Slayer","7/24/2006 7:50:55 AM","Lockout","Team Slayer","3rd","535416698"
"Team Slayer","7/24/2006 7:42:39 AM","Lockout","Team Slayer","2nd","535414984"
"Team Slayer","7/24/2006 7:31:37 AM","Ivory Tower","Team Slayer","6th","535412726"
"Team Snipers","7/24/2006 7:20:58 AM","Burial Mounds","Team Snipers","6th","535410917"
"Team Snipers","7/24/2006 7:09:42 AM","Turf","Team Snipers","2nd","535421345"
"Team Snipers","7/24/2006 7:04:02 AM","Lockout","Team Snipers","4th","535407927"
"Rumble Snipers","7/24/2006 6:52:19 AM","Relic","Rumble Pit","7th","535406129"
"1 Flag CTF Fast","7/24/2006 6:45:59 AM","Lockout","Team Training","5th","535405065"
"Rumble Snipers","7/24/2006 6:35:36 AM","Colossus","Rumble Pit","3rd","535403559"
"Rumble Slayer","7/24/2006 6:25:51 AM","Lockout","Rumble Pit","5th","535402368"
"Rumble Slayer","7/24/2006 6:01:13 AM","Ivory Tower","Rumble Training","2nd","535399282"
"Rumble Slayer","7/24/2006 5:24:28 AM","Midship","Rumble Pit","3rd","535395239"
"Rumble Slayer","7/24/2006 5:14:49 AM","Turf","Rumble Pit","3rd","535401073"
"Rumble Slayer","7/24/2006 5:07:02 AM","Lockout","Rumble Pit","5th","535393361"
"Rumble Rifles","7/24/2006 4:46:43 AM","Colossus","Rumble Pit","2nd","535391154"
"Rumble Slayer","7/24/2006 4:37:48 AM","Turf","Rumble Pit","6th","535390177"
"Team Slayer","7/24/2006 3:27:02 AM","Zanzibar","Team Slayer","8th","535381490"
"Team Slayer","7/24/2006 3:25:32 AM","Elongation","Team Slayer","5th","535381337"
"Team Slayer","7/24/2006 3:13:57 AM","Elongation","Team Slayer","6th","535379770"
"SWAT Assault","7/24/2006 1:43:21 AM","Turf","Team SWAT","1st","535361393"
"SWAT Classic","7/24/2006 1:35:53 AM","Ivory Tower","Team SWAT","2nd","535373286"
"Team Snipers","7/24/2006 1:31:01 AM","Terminal","Team Snipers","5th","535358064"
"Team Snipers","7/24/2006 1:17:07 AM","Relic","Team Snipers","6th","535353694"
"Team Snipers","7/24/2006 1:07:57 AM","Terminal","Team Snipers","6th","535350769"
"Rumble Slayer","7/24/2006 12:54:29 AM","Midship","Rumble Pit","7th","535346017"
"Team Duals","7/23/2006 1:11:02 PM","Gemini","Multi-Team","6th","534844732"
"Team Crazy King","7/23/2006 1:03:32 PM","Sanctuary","Multi-Team","5th","534839925"
"Rumble Slayer","7/23/2006 1:01:34 PM","Foundation","Rumble Pit","7th","534838595"
"Rumble Slayer","7/23/2006 12:52:41 PM","Midship","Rumble Pit","4th","534832652"
"Rumble Slayer","7/23/2006 12:46:23 PM","Midship","Rumble Pit","5th","534828492"
"Rumble Slayer","7/23/2006 12:37:20 PM","Beaver Creek","Rumble Pit","5th","534822915"
"Rumble Slayer","7/23/2006 12:29:02 PM","Beaver Creek","Rumble Pit","3rd","534818007"
"Rumble Slayer","7/23/2006 12:20:33 PM","Sanctuary","Rumble Pit","4th","534812764"
"Rumble Snipers","7/23/2006 12:12:01 PM","Colossus","Rumble Pit","4th","534807737"
"Rumble Slayer","7/23/2006 12:03:36 PM","Ascension","Rumble Pit","1st","534802878"
"Rumble Slayer","7/23/2006 9:39:25 AM","Ivory Tower","Rumble Pit","6th","534733661"
"Rumble Slayer","7/23/2006 9:27:14 AM","Elongation","Rumble Pit","4th","534729455"
"Team Snipers","7/23/2006 8:53:57 AM","Headlong","Team Snipers","4th","534718687"
"Team Snipers","7/23/2006 8:40:13 AM","Burial Mounds","Team Snipers","2nd","534714987"
"Team Snipers","7/23/2006 8:27:14 AM","Lockout","Team Snipers","3rd","534711247"
"Team Snipers","7/23/2006 8:21:27 AM","Ascension","Team Snipers","8th","534709804"
"Team Snipers","7/23/2006 8:12:55 AM","Terminal","Team Snipers","2nd","534724817"
"Team Snipers","7/23/2006 8:11:08 AM","Headlong","Team Snipers","6th","534707597"
"Team Snipers","7/23/2006 8:04:09 AM","Relic","Team Snipers","8th","534705739"
"Team Snipers","7/23/2006 7:52:24 AM","Terminal","Team Snipers","7th","534703314"
"Team Snipers","7/23/2006 7:38:45 AM","Headlong","Team Snipers","1st","534700680"
"Team Snipers","7/23/2006 7:22:36 AM","Headlong","Team Snipers","3rd","534697592"
"Team Snipers","7/23/2006 7:10:55 AM","Terminal","Team Snipers","3rd","534695757"
"Team Snipers","7/23/2006 6:58:26 AM","Burial Mounds","Team Snipers","8th","534693857"
"Team Snipers","7/23/2006 6:49:33 AM","Relic","Team Snipers","8th","534692468"
"Team Snipers","7/23/2006 6:40:11 AM","Relic","Team Snipers","2nd","534691121"
"Team Snipers","7/23/2006 6:14:54 AM","Ascension","Team Snipers","7th","534687690"
"Team Snipers","7/23/2006 3:11:51 AM","Ascension","Team Snipers","6th","534664074"
"Team Snipers","7/23/2006 3:02:28 AM","Terminal","Team Snipers","8th","534662196"
"Team Snipers","7/23/2006 2:51:32 AM","Terminal","Team Snipers","7th","534659972"
"Rumble Slayer","7/23/2006 2:37:54 AM","Sanctuary","Rumble Pit","5th","534657297"
"Neutral Bomb","7/23/2006 2:26:06 AM","Midship","Team Hardcore","3rd","534654410"
"Team Snipers","7/22/2006 1:09:18 PM","Burial Mounds","Team Snipers","4th","534144375"
"Team Snipers","7/22/2006 12:59:58 PM","Sanctuary","Team Snipers","7th","534138206"
"Team Snipers","7/22/2006 12:49:15 PM","Relic","Team Snipers","3rd","534131728"
"Team Snipers","7/22/2006 12:41:03 PM","Burial Mounds","Team Snipers","7th","534165243"
"Team Snipers","7/22/2006 12:30:42 PM","Beaver Creek","Team Snipers","7th","534158617"
"Team Snipers","7/22/2006 12:25:57 PM","Headlong","Team Snipers","4th","534117252"
"Team Snipers","7/22/2006 12:17:35 PM","Zanzibar","Team Snipers","6th","534112383"
"Team Snipers","7/22/2006 11:22:34 AM","Relic","Team Snipers","3rd","534080948"
"Team Snipers","7/22/2006 11:08:45 AM","Lockout","Team Snipers","2nd","534073420"
"Team Snipers","7/22/2006 11:00:27 AM","Zanzibar","Team Snipers","7th","534069051"
"Plasma Punchout","7/22/2006 9:48:33 AM","Warlock","Team ActionSack","6th","534036017"
"Rumble Rifles","7/22/2006 9:38:56 AM","Colossus","Rumble Pit","5th","534032176"
"Rumble Rifles","7/22/2006 9:28:22 AM","Terminal","Rumble Pit","5th","534028071"
"Rumble Slayer","7/22/2006 9:19:37 AM","Midship","Rumble Pit","7th","534024875"
"Rumble Slayer","7/22/2006 9:09:01 AM","Lockout","Rumble Pit","6th","534021167"
"Team Snipers","7/22/2006 7:18:59 AM","Turf","Team Snipers","8th","533992644"
"Team Slayer","7/22/2006 7:05:19 AM","Headlong","Arranged Game","1st","533990262"
"1 Flag CTF","7/22/2006 6:51:50 AM","Relic","Team Training","5th","533999513"
"Team Slayer","7/21/2006 6:33:44 AM","Turf","Team Slayer","4th","533249240"
"Team Slayer","7/21/2006 6:22:53 AM","Beaver Creek","Team Slayer","6th","533247609"
"Team Slayer BR","7/21/2006 6:13:22 AM","Burial Mounds","Team Slayer","8th","533246499"
"Team Slayer","7/21/2006 6:01:56 AM","Gemini","Team Slayer","3rd","533244951"
"Team Slayer","7/21/2006 5:49:21 AM","Sanctuary","Team Slayer","8th","533243480"
"Team Slayer","7/21/2006 5:40:33 AM","Beaver Creek","Team Slayer","6th","533242573"
"Team Slayer","7/21/2006 5:26:45 AM","Gemini","Team Slayer","5th","533240992"
"Team Slayer","7/21/2006 5:17:53 AM","Warlock","Team Slayer","3rd","533240106"
"Rumble Slayer","7/21/2006 4:49:23 AM","Beaver Creek","Rumble Pit","3rd","533236997"
"Rumble Slayer","7/21/2006 4:37:40 AM","Gemini","Rumble Pit","3rd","533235655"
"Rumble Slayer","7/21/2006 4:27:31 AM","Warlock","Rumble Pit","5th","533234530"
"Rumble Rifles","7/21/2006 4:20:58 AM","Burial Mounds","Rumble Pit","4th","533233802"
"Team Duals","7/21/2006 3:55:24 AM","Gemini","Multi-Team","1st","533230708"
"Team Plasma War","7/21/2006 3:47:05 AM","Gemini","Multi-Team","2nd","533229557"
"Slayer Human BR","7/21/2006 3:38:41 AM","Midship","Rumble Hardcore","6th","533228414"
"Team Slayer","7/20/2006 3:59:24 PM","Turf","Arranged Game","2nd","532791905"
"Team Slayer","7/20/2006 3:38:05 PM","Turf","Arranged Game","1st","532821086"
"Team Slayer","7/20/2006 3:33:00 PM","Turf","Team Slayer","3rd","532772710"
"Team Slayer","7/20/2006 2:34:58 PM","Zanzibar","Arranged Game","2nd","532774450"
"Team Slayer BR","7/20/2006 3:19:05 PM","Terminal","Team Slayer","4th","532762168"
"Team Rifles","7/20/2006 3:11:39 PM","Ascension","Team Slayer","7th","532756696"
"Team Slayer","7/20/2006 3:01:41 PM","Sanctuary","Team Slayer","4th","532749311"
"Team Slayer","7/20/2006 2:48:17 PM","Turf","Team Slayer","8th","532739455"
"Rumble Slayer","7/20/2006 2:33:48 PM","Lockout","Rumble Pit","6th","532728482"
"Rumble Swords","7/20/2006 1:16:40 PM","Midship","Rumble Training","1st","532671743"
"CTF Classic","7/20/2006 1:07:08 PM","Elongation","Team SWAT","5th","532665119"
"Rumble Snipers","7/20/2006 12:57:04 PM","Burial Mounds","Rumble Pit","2nd","532658306"
"Rumble Slayer","7/20/2006 12:47:23 PM","Turf","Rumble Pit","2nd","532651103"
"Rumble Rifles","7/20/2006 10:53:03 AM","Burial Mounds","Rumble Pit","5th","532580166"
"Rumble Slayer","7/20/2006 10:42:18 AM","Turf","Rumble Pit","6th","532574443"
"Rumble Rifles","7/20/2006 10:10:32 AM","Colossus","Rumble Pit","4th","532590042"
"Team Rifles","7/20/2006 8:35:27 AM","Colossus","Team Slayer","7th","532524275"
"Team Snipers","7/20/2006 8:23:56 AM","Headlong","Team Snipers","3rd","532520601"
"Team Slayer BR","7/20/2006 8:07:58 AM","Relic","Team Slayer","3rd","532516512"
"Team Slayer","7/20/2006 7:54:22 AM","Sanctuary","Team Slayer","3rd","532529943"
"Team Rifles","7/20/2006 7:46:35 AM","Ascension","Team Slayer","6th","532511658"
"Team Slayer","7/20/2006 7:34:24 AM","Midship","Team Slayer","7th","532509340"
"Team Slayer","7/20/2006 7:22:10 AM","Sanctuary","Team Slayer","2nd","532506941"
"Team Slayer","7/20/2006 7:13:08 AM","Elongation","Team Slayer","6th","532505376"
"Team Slayer BR","7/20/2006 7:03:53 AM","Ascension","Team Slayer","7th","532504092"
"Team Slayer","7/20/2006 6:52:55 AM","Warlock","Team Slayer","4th","532502284"
"Team Slayer BR","7/20/2006 6:45:59 AM","Ascension","Team Slayer","2nd","532511849"
"Team Rifles","7/20/2006 6:37:47 AM","Colossus","Team Slayer","5th","532510207"
"Team Slayer Pro","7/20/2006 6:30:42 AM","Beaver Creek","Team Training","3rd","532499180"
"Team Slayer","7/20/2006 6:28:31 AM","Elongation","Team Slayer","4th","532498998"
"Team Slayer","7/20/2006 5:26:08 AM","Sanctuary","Team Slayer","5th","532492175"
"Team Slayer","7/20/2006 5:11:57 AM","Elongation","Team Slayer","3rd","532497344"
"Team Slayer","7/20/2006 5:07:25 AM","Beaver Creek","Team Slayer","8th","532490427"
"Team Snipers","7/20/2006 4:56:09 AM","Terminal","Team Snipers","6th","532489330"
"Team Snipers","7/20/2006 4:42:15 AM","Sanctuary","Team Snipers","4th","532487999"
"Assault","7/20/2006 4:39:34 AM","Relic","Team Training","5th","532493585"
"Team Slayer","7/20/2006 4:26:52 AM","Lockout","Team Training","8th","532486345"
"Team Swords","7/20/2006 3:13:04 AM","Lockout","Team Training","3rd","532477285"
"Rapid Assault","7/20/2006 3:05:18 AM","Ivory Tower","Team Training","1st","532484346"
"Team Slayer","7/20/2006 3:01:09 AM","Zanzibar","Team Training","5th","532483706"
"Team Slayer BR","7/20/2006 2:45:35 AM","Ascension","Team Training","6th","532472741"
"Slayer Human BR","7/19/2006 4:30:06 PM","Lockout","Rumble Hardcore","2nd","532073989"
"Shotgun Assault","7/19/2006 4:13:51 PM","Beaver Creek","Team ActionSack","2nd","532062093"
"Team Rifles","7/19/2006 2:42:36 PM","Ascension","Team Training","5th","532040180"
"Team Slayer","7/19/2006 2:30:15 PM","Lockout","Team Training","4th","531986676"
"Slayer Pro","7/19/2006 2:22:18 PM","Terminal","Rumble Training","2nd","531981085"
"Combo Training","7/19/2006 9:01:02 AM","Sanctuary","Team ActionSack","2nd","531797012"
"3 Plots","7/19/2006 8:50:50 AM","Turf","Team Training","2nd","531793656"
"Assault","7/19/2006 8:45:07 AM","Sanctuary","Team Training","5th","531814006"
"3 Plots","7/19/2006 8:39:50 AM","Midship","Team Training","5th","531790242"
"Team Slayer Pro","7/19/2006 8:34:43 AM","Turf","Team Training","2nd","531810135"
"Assault","7/19/2006 8:27:14 AM","Terminal","Team Training","7th","531786466"
"Team Slayer","7/19/2006 8:15:14 AM","Gemini","Team Training","4th","531783451"
"Team Snipers","7/19/2006 8:06:29 AM","Zanzibar","Team Training","6th","531781165"
"Team Slayer","7/19/2006 5:48:41 AM","Lockout","Team Training","3rd","531759321"
"Team Swords","7/19/2006 5:37:26 AM","Beaver Creek","Team Training","4th","531765099"
"Rumble Slayer","7/19/2006 5:35:57 AM","Ascension","Rumble Training","8th","531758014"
"Rumble Shotguns","7/19/2006 5:27:59 AM","Beaver Creek","Rumble Training","3rd","531757231"
"SWAT Fiesta","7/18/2006 3:18:42 PM","Beaver Creek","Team ActionSack","7th","531290953"
"Neutral Snipers","7/18/2006 3:09:26 PM","Sanctuary","Team ActionSack","3rd","531283950"
"KOTH Snipers","7/18/2006 3:01:40 PM","Ascension","Team ActionSack","1st","531278885"
"KOTH Tactics","7/18/2006 2:55:38 PM","Warlock","Team ActionSack","4th","531273870"
"Shotgun Assault","7/18/2006 2:50:18 PM","Warlock","Team ActionSack","6th","531269954"
"Shwatguns","7/18/2006 2:42:26 PM","Lockout","Team ActionSack","3rd","531264007"
"Brutality","7/18/2006 2:39:43 PM","Lockout","Team ActionSack","8th","531307061"
"Plasma Punchout","7/18/2006 2:34:13 PM","Elongation","Team ActionSack","2nd","531258009"
"Brutality","7/18/2006 2:27:04 PM","Sanctuary","Team ActionSack","5th","531297694"
"Combo Training","7/18/2006 2:23:00 PM","Lockout","Team ActionSack","7th","531249669"
"Balltacular","7/18/2006 2:21:53 PM","Midship","Team ActionSack","6th","531248772"
"Phantom Fiesta","7/18/2006 2:13:11 PM","Turf","Team ActionSack","1st","531287126"
"Rocket CTF","7/18/2006 2:04:30 PM","Elongation","Team ActionSack","1st","531280538"
"Sniper CTF","7/18/2006 2:02:22 PM","Colossus","Team ActionSack","1st","531234388"
"KOTH Tactics","7/18/2006 1:58:41 PM","Warlock","Team ActionSack","7th","531232005"
"Phantom Fiesta","7/18/2006 1:48:57 PM","Lockout","Team ActionSack","4th","531224645"
"Phantom Fiesta","7/18/2006 10:36:50 AM","Turf","Team ActionSack","2nd","531135603"
"Laser Blasters","7/18/2006 10:28:03 AM","Warlock","Team ActionSack","3rd","531089922"
"Dodgeball","7/18/2006 10:21:00 AM","Sanctuary","Team ActionSack","3rd","531126286"
"SWAT BALLS","7/18/2006 10:16:41 AM","Midship","Team ActionSack","6th","531083899"
"Team Slayer","7/18/2006 9:59:20 AM","Warlock","Team Training","5th","531117546"
"Phantom SWAT","7/18/2006 10:08:03 AM","Midship","Team ActionSack","1st","531080712"
"Team Rifles","7/18/2006 3:34:15 AM","Ascension","Team Training","1st","531009969"
"3 Plots BR","7/18/2006 3:20:56 AM","Terminal","Multi-Team","11th","531008215"
"Rumble Slayer","7/17/2006 5:31:03 AM","Lockout","Rumble Pit","2nd","530282858"
"Rumble Slayer","7/17/2006 5:21:25 AM","Ascension","Rumble Pit","5th","530281798"
"Team Snipers","7/17/2006 5:13:38 AM","Burial Mounds","Team Snipers","2nd","530281098"
"Team Snipers","7/17/2006 5:00:23 AM","Turf","Team Snipers","3rd","530279855"
"Team Snipers","7/17/2006 4:46:45 AM","Terminal","Team Snipers","4th","530278575"
"Team Snipers","7/17/2006 4:35:45 AM","Turf","Team Snipers","2nd","530277445"
"SWAT Assault","7/17/2006 4:28:40 AM","Turf","Team SWAT","5th","530282759"
"Neutral Flag","7/17/2006 4:22:18 AM","Warlock","Team SWAT","1st","530276076"
"Team Slayer","7/17/2006 4:17:53 AM","Ivory Tower","BTB Slayer","8th","530281653"
"Team Duals","7/17/2006 4:05:15 AM","Gemini","Multi-Team","7th","530274371"
"Neutral Bomb","7/17/2006 3:57:00 AM","Foundation","Multi-Team","7th","530273471"
"Team Snipers","7/13/2006 5:17:29 AM","Zanzibar","Team Snipers","5th","527400879"
"Team Snipers","7/13/2006 5:04:19 AM","Burial Mounds","Team Snipers","2nd","527399601"
"Team Snipers","7/13/2006 4:49:36 AM","Beaver Creek","Team Snipers","3rd","527398156"
"Team Slayer","7/13/2006 4:41:45 AM","Gemini","BTB Slayer","11th","527403743"
"Gulch Wars","7/13/2006 4:34:48 AM","Coagulation","BTB Slayer","12th","527402879"
"Team Gulch War","7/13/2006 4:16:25 AM","Waterworks","Multi-Team","5th","527394945"
"Team Rockets","7/12/2006 5:44:25 AM","Ascension","BTB Slayer","1st","526628260"
"Team Snipers","7/12/2006 5:37:59 AM","Waterworks","Multi-Team","11th","526627609"
"Team Slayer BR","7/12/2006 5:22:19 AM","Relic","Multi-Team","10th","526626103"
"Team Rifles","7/12/2006 3:04:12 AM","Colossus","Team Slayer","5th","526610544"
"Team Slayer","7/12/2006 2:30:10 AM","Gemini","Team Slayer","2nd","526614233"
"Team Slayer","7/12/2006 2:53:48 AM","Sanctuary","Team Slayer","4th","526608960"
"Team Slayer","7/12/2006 2:43:58 AM","Gemini","Team Slayer","4th","526607267"
"Team Slayer","7/12/2006 2:24:45 AM","Gemini","Team Slayer","4th","526603893"
"Team Slayer BR","7/11/2006 6:53:48 AM","Relic","Multi-Team","6th","525877394"
"Team Slayer","7/11/2006 6:39:40 AM","Sanctuary","Team Slayer","3rd","525875581"
"Team Slayer","7/10/2006 1:57:33 AM","Elongation","Team Slayer","3rd","525100757"
"Team Slayer","7/10/2006 1:51:22 AM","Warlock","Team Slayer","1st","525099365"
"Team Slayer","7/10/2006 1:41:06 AM","Midship","Team Slayer","2nd","525096822"
"Rumble Rifles","7/10/2006 1:32:24 AM","Terminal","Rumble Pit","2nd","525094430"
"Rumble Snipers","7/10/2006 1:21:15 AM","Relic","Rumble Pit","2nd","525091490"
"Rumble Snipers","7/10/2006 1:11:41 AM","Burial Mounds","Rumble Pit","3rd","525088633"
"Team Slayer BR","7/9/2006 3:00:07 PM","Ivory Tower","Team Hardcore","1st","524659713"
"CTF Classic 5","7/9/2006 2:50:39 PM","Midship","Team Hardcore","1st","524652951"
"Team Slayer BR","7/9/2006 2:43:43 PM","Midship","Team Hardcore","5th","524648467"
"Team Snipers","7/9/2006 2:39:17 PM","Burial Mounds","Team Snipers","8th","524687946"
"Team Snipers","7/9/2006 2:24:32 PM","Burial Mounds","Team Snipers","1st","524635401"
"Team Snipers","7/9/2006 2:14:06 PM","Burial Mounds","Team Snipers","7th","524628659"
"Team Snipers","7/9/2006 2:08:23 PM","Terminal","Team Snipers","8th","524625241"
"Team Snipers","7/9/2006 1:55:08 PM","Zanzibar","Team Snipers","4th","524616719"
"Team Snipers","7/9/2006 1:41:44 PM","Headlong","Team Snipers","2nd","524609172"
"Team Snipers","7/9/2006 1:27:55 PM","Turf","Team Snipers","7th","524601503"
"Team Snipers","7/9/2006 1:15:56 PM","Terminal","Team Snipers","3rd","524630612"
"Team Snipers","7/9/2006 1:09:59 PM","Lockout","Team Snipers","2nd","524591078"
"Team Snipers","7/9/2006 1:01:12 PM","Relic","Team Snipers","6th","524586158"
"Team Slayer","7/8/2006 3:46:47 PM","Elongation","Team Slayer","4th","524058162"
"Team Rifles","7/8/2006 3:44:39 PM","Ascension","Team Slayer","7th","524016907"
"Team Slayer","7/8/2006 3:33:14 PM","Lockout","Team Slayer","5th","524009306"
"Team Slayer","7/8/2006 3:23:58 PM","Midship","Team Slayer","4th","524003154"
"Team Slayer","7/8/2006 3:16:30 PM","Gemini","Team Slayer","6th","523998252"
"Team Slayer","7/8/2006 3:09:02 PM","Midship","Team Slayer","5th","524033451"
"Team Slayer","7/8/2006 3:04:52 PM","Lockout","Team Slayer","6th","523990670"
"Team Slayer","7/8/2006 3:01:43 PM","Elongation","Team Slayer","7th","523988477"
"Team Slayer BR","7/8/2006 2:49:24 PM","Terminal","Team Slayer","4th","523980520"
"Team Slayer","7/8/2006 2:46:01 PM","Zanzibar","Team Slayer","7th","523978416"
"Rumble Snipers","7/8/2006 10:24:11 AM","Burial Mounds","Rumble Pit","1st","523829540"
"Team Slayer","7/8/2006 10:01:59 AM","Sanctuary","Arranged Game","1st","523820346"
